k,Easting,Northing,Latitude(DDD.DDDD),Longitude(DDD.DDDD)
2-OOVQURJJRU,832604,816380,22.28630805,114.1413201
2-OQOUUROSRQ,836754,815776,22.28085736,114.1815902
2-OQQUURQVRO,835847,814988,22.27374123,114.1727895
2-OQRFQRFERU,836674,815456,22.27796758,114.1808138
2-OQRQFRJERU,836263,815318,22.2767214,114.1768258
2-OQUOFRFSRU,836330,815415,22.27759737,114.1774759
2-OSCSURJHRD,837193,815776,22.28085718,114.1858499
2-OSDFURVRRU,833778,815479,22.27817354,114.1527136
2-OSDJQRRXRS,837533,814126,22.2659564,114.1891477
2-OSDQQRFVRC,837837,814190,22.26653411,114.1920973
2-OSDRFRJVRS,836943,814252,22.26709459,114.1834234
2-OSFCQRCVRC,837802,814227,22.26686827,114.1917577
2-OSFQQRDORC,838115,814407,22.26849348,114.1947948
2-OSFSFRJRRO,832581,815673,22.27992334,114.1410985
2-OSJDFRFVRC,837790,814154,22.26620905,114.1916412
2-OSOQURSRRO,832422,815727,22.28041065,114.1395556
2-OSOSUROERS,837237,814869,22.27266636,114.1862763
2-OSQCFRUYRU,833951,815211,22.27575357,114.1543926
2-OSQSQRORRS,837305,814714,22.27126657,114.186936
2-OSROFRJXRC,837863,814935,22.27326192,114.1923503
2-OSRRQRUXRU,833560,815620,22.27944653,114.1505981
2-OSRUFRDSRD,837486,815636,22.27959271,114.1886929
2-OSRUUROHRS,837220,814966,22.27354234,114.1861114
2-OSSFQRFERO,831630,815637,22.27959595,114.1318708
2-OSUFQRDRRS,837442,814141,22.26609192,114.1882648
2-OSURFRSXRD,837176,815839,22.28142612,114.185685
2-OSUUURCXRQ,834262,815029,22.27411038,114.1574104
2-OSVQQRVXRO,832728,816025,22.28310243,114.1425241
2-OSVQURUXRQ,834114,815160,22.27529322,114.1559743
2-OUODURCARU,834032,815835,22.28138879,114.1551777
2-OVCRFRSYRD,840345,816255,22.28517827,114.2164359
2-OVCUQROARQ,838151,816680,22.28902009,114.1951467
2-OVDCURSRRQ,838644,816778,22.28990448,114.1999309
2-OVDQQRJXRV,839827,816372,22.286236,114.2114097
2-OVDUURFSCJ,840795,816178,22.28448179,114.2208023
2-OVDUURFSDJ,840752,816420,22.28666731,114.2203858
2-OVDUURFSFJ,840619,816416,22.28663153,114.2190952
2-OVDUURFSJJ,840141,816416,22.28663267,114.2144568
2-OVDUURFSOJ,840643,816533,22.28768806,114.2193284
2-OVDUURFSQJ,840438,816424,22.28670423,114.2173388
2-OVDUURFSSJ,840279,816402,22.28650593,114.2157959
2-OVDUURFSUJ,840219,816526,22.28762587,114.215214
2-OVDUURFSVJ,840651,816297,22.28555681,114.2194054
2-OVFCFRCVRV,839958,816340,22.28594675,114.2126808
2-OVFDFRUJRQ,838770,817052,22.29237869,114.201154
2-OVFQURDJRD,840581,816164,22.28435591,114.2187258
2-OVJJFRCXRU,838539,816537,22.28772824,114.1989116
2-OVJUFRUXRO,838065,816476,22.28717793,114.194312
2-OVOQURQSRO,837769,816108,22.28385494,114.1914393
2-OVQCQRFXRQ,838627,816724,22.28941685,114.1997658
2-OVQOFRFYRQ,838897,816885,22.29087039,114.2023862
2-OVQRFRSSRD,840126,816168,22.28439311,114.2143106
2-OVQVQRUXOS,839304,816923,22.29121288,114.2063358
2-OVQVQRUXUS,839292,816977,22.29170056,114.2062194
2-OVRSURCJRD,839942,816060,22.28341821,114.2125249
2-OVRVURSARQ,838697,816718,22.28936257,114.2004451
2-OVSDFRQXRV,839668,816731,22.28947832,114.2098676
2-OVSJQROYRV,839789,816532,22.28768098,114.2110414
2-OVSVURVRRV,839875,816314,22.28571213,114.2118754
2-OVUCFRJERS,839233,816565,22.28798004,114.2056461
2-OVUDFRVRRQ,838147,816742,22.28957999,114.195108
2-OVUSFRQXRO,837816,816615,22.28843343,114.1918959
2-OVVDQRSORQ,838617,816771,22.2898413,114.1996689
2-OVVQFRFERQ,838868,816794,22.29004864,114.2021046
2-OVVQURRARU,838569,816250,22.28513641,114.1992023
2-OVVVQRUXRD,839983,815847,22.28149459,114.2129223
2-QQVDURJXRU,827314,825483,22.36849403,114.0899367
2-QSOUFRVVRR,822982,824619,22.36066361,114.047883
2-QSROFRCXOR,822586,824786,22.3621686,114.0440369
2-QSROFRCXQR,822376,824845,22.36269972,114.0419975
2-QSROFRCXUR,822472,824893,22.36313396,114.0429291
2-QSVRFRCXRR,822697,824852,22.3627655,114.045114
2-QUCOQRCSOQ,829321,826519,22.37785894,114.1094189
2-QUCOQRCSUQ,829394,826567,22.3782927,114.1101275
2-QUCRURQYRD,831190,824319,22.35799831,114.1275739
2-QUFOURVHRV,831931,825444,22.36815969,114.1347649
2-QUFUURRARS,830032,825981,22.37300325,114.1163248
2-QUORURSXRS,829378,825667,22.37016516,114.109976
2-QURDURJXRS,830209,825489,22.36856086,114.1180453
2-QUROURFXRS,830637,825617,22.36971822,114.1222005
2-QURRURDXRQ,827459,825476,22.36843156,114.0913446
2-QURRURFXRV,832064,825215,22.36609203,114.1360569
2-QUSSQRQVRD,831643,825069,22.36477249,114.1319697
2-QUVUQRCERQ,828744,826551,22.37814549,114.1038161
2-QVSDFRCERR,829086,822780,22.34409278,114.1071538
2-QVSDFRCHRR,828496,824870,22.36296406,114.1014162
2-SABAWPKRPA,836305,815573,22.27902421,114.1772334
2-SADGWPDVPA,836525,815582,22.27910547,114.1793681
2-SADYWPGJPS,835539,815209,22.2757369,114.1698009
2-SAGKPPAXPB,836204,815712,22.28027947,114.1762533
2-SAPPWPPJPS,835307,815278,22.27635991,114.1675498
2-SAPPWPPOSS,835949,815131,22.27503264,114.1737791
2-SAPWGPKVPS,835697,815442,22.2778411,114.1713339
2-SASPWPPYES,835816,815241,22.27602598,114.1724886
2-SASPWPPYSS,835886,815168,22.27536676,114.1731678
2-SAWKWPGSPS,835482,815243,22.27604392,114.1692478
2-SBABBPBXAD,841065,816245,22.28508611,114.2234225
2-SBABBPBXED,841109,816347,22.28600711,114.2238498
2-SBABBPBXKD,841073,816094,22.28372246,114.2234997
2-SBABBPBXSD,841004,816444,22.28688337,114.2228312
2-SBAEGPPHPE,838300,816222,22.28488389,114.196592
2-SBBAPPWRPA,838780,816887,22.29088862,114.2012508
2-SBBPWPYAPA,839103,816760,22.28974123,114.204385
2-SBDPBPERPS,838030,816725,22.28942659,114.1939726
2-SBDPGPBEPS,838035,816586,22.28817133,114.194021
2-SBEPBPPOPE,838375,816532,22.28768329,114.1973202
2-SBEPWPPXPA,839031,816788,22.28999421,114.2036863
2-SBESPPPXPK,839415,816754,22.28968651,114.2074126
2-SBESWPGXPA,838740,817017,22.29206266,114.2008628
2-SBEWPPWJPS,837659,816478,22.28719637,114.1903723
2-SBGDBPDAPE,838077,816301,22.28559756,114.1944282
2-SBGKGPAXPB,839704,816696,22.28916218,114.2102169
2-SBKKBPBXPA,838582,816922,22.29120497,114.1993295
2-SBPKBPPXPS,837782,816057,22.28339437,114.1915654
2-SBPPWPPEPD,841193,816236,22.28500447,114.2246645
2-SBPPWPPEPE,838283,816361,22.28613917,114.1964272
2-SBPPWPPEPG,840102,816031,22.28315597,114.2140774
2-SBPPWPPHPS,838129,816569,22.28801771,114.1949331
2-SBPPWPPJPS,837848,816399,22.28648279,114.1922062
2-SBPPWWPYWE,837969,815941,22.28234664,114.1933798
2-SBPYWPKXPA,838460,816746,22.28961574,114.1981453
2-SBSGBPAJPA,839050,816851,22.29056311,114.2038708
2-SBSGGPPVPE,838453,816453,22.28696978,114.198077
2-SBSPWPPSSA,838723,817083,22.29265871,114.200698
2-SBSPWWPEWS,837885,816727,22.2894448,114.1925656
2-SBSYBPKYPA,838587,816765,22.28978716,114.1993777
2-SBWAGPPYPE,838346,816408,22.28656353,114.1970386
2-SBWDPPBHPA,838370,816695,22.28915529,114.1972719
2-SBWDWPAXPS,837779,815982,22.28271707,114.1915362
2-SBWEWPWXPB,840001,816249,22.28512487,114.2130979
2-SBWWPPPXEE,839068,816533,22.28769134,114.2040449
2-SBWWPPPXSE,838942,816549,22.28783603,114.2028223
2-SBYKGPPHPE,838412,816448,22.28692468,114.1976791
2-SBYYBPEVPG,840286,815896,22.28193641,114.2158625
2-SDAWBPYXPK,833833,811621,22.24333334,114.1532531
2-SDAYWPEAPS,831148,815097,22.27471804,114.1271956
2-SDBYWPWAPK,833939,811707,22.24411012,114.1542812
2-SDDDWPWAPK,834214,811534,22.24254816,114.1569492
2-SDDEPPPYSE,832428,813166,22.25728317,114.1396199
2-SDDSGPWAAK,833321,811507,22.24230304,114.1482865
2-SDDSGPWABK,833479,811581,22.24297158,114.1498191
2-SDDSGPWAEK,833036,811671,22.24378357,114.1455215
2-SDDSGPWASK,833200,811779,22.24475918,114.1471122
2-SDEBGPSSPS,831116,814669,22.27085283,114.1268865
2-SDESPPAYPS,831165,815137,22.27507932,114.1273604
2-SDEWGPSOPS,831172,814620,22.27041049,114.12743
2-SDGEWPWVPA,833277,812268,22.24917531,114.1478583
2-SDGWBPPVPA,833774,812162,22.24821885,114.1526799
2-SDPPWPPAPK,833970,811426,22.24157254,114.1545824
2-SDPPWPPEPS,831010,814577,22.27002169,114.1258583
2-SDPPWPPHAS,831731,812762,22.2536331,114.132859
2-SDPPWPPHBS,831697,812917,22.25503276,114.1325287
2-SDPPWPPHES,831627,813098,22.25666712,114.131849
2-SDPPWPPHKS,831756,812946,22.2552948,114.133101
2-SDPPWPPHPA,834446,812062,22.24731662,114.1591991
2-SDPPWPPHPK,834458,811294,22.24038107,114.1593164
2-SDPPWPPHSS,831685,813241,22.25795866,114.1324113
2-SDPPWPPJPE,832424,812373,22.25012185,114.139583
2-SDPPWPPJPK,834406,811682,22.24388492,114.1588115
2-SDPPWPPRPK,834409,811604,22.24318053,114.1588407
2-SDPPWPPRPS,831214,814625,22.27045577,114.1278375
2-SDPPWSPHPS,831524,813275,22.25826527,114.1308492
2-SDPPWWPAWS,830386,814983,22.27368612,114.1198024
2-SDPPWWPEWB,834927,811915,22.24598955,114.1638654
2-SDSSBPPXPE,832189,813216,22.25773416,114.1373011
2-SDWDPPGEPS,831272,814007,22.264875,114.1284021
2-SEADGPGXPK,834980,815209,22.27573658,114.1643769
2-SEPPWPPAPE,833587,816081,22.2836097,114.1508593
2-SEPPWPPHPE,833618,816137,22.28411546,114.15116
2-SEYDGPPXPE,833836,815749,22.28061189,114.1532759
2-SGADWPWVPA,842939,814260,22.26715406,114.2415988
2-SGBDBPKSPS,841646,815551,22.27881714,114.229058
2-SGBDWPWXPA,842655,813994,22.26475298,114.2388423
2-SGBEPPGXPE,842651,815702,22.28017733,114.2388102
2-SGBGGPKXPB,842359,813640,22.2615572,114.2359691
2-SGDYGPGAPS,841682,815346,22.27696574,114.2294066
2-SGEAWPWVPG,840610,815683,22.2800121,114.2190059
2-SGEDWPWJPA,842282,814227,22.26685846,114.2352242
2-SGEPPPGHPS,840986,815906,22.28202494,114.2226549
2-SGKEPPGYPE,842733,815253,22.27612227,114.2396041
2-SGPPWPPEPA,842783,814366,22.2681119,114.2400857
2-SGPPWPPEPB,843884,814150,22.26615677,114.250767
2-SGPPWPPEPS,841185,816081,22.28360475,114.2245864
2-SGPPWPPJPB,841869,813556,22.26080029,114.2312148
2-SGPPWPPYPS,841288,815895,22.28192475,114.2255853
2-SGPPWPWXPS,840865,815735,22.28048103,114.2214803
2-SGSKPPKRPS,841353,815423,22.2776621,114.2262145
2-SGSPWWPAWS,841613,815352,22.27702014,114.2287371
2-SGSPWWPYWS,841899,815054,22.2743281,114.2315111
2-SGWKPPKXPS,841330,815477,22.27814983,114.2259915
2-SGYBGPBXPB,842093,814494,22.2692703,114.2333914
2-SGYGWPWYPA,842187,814361,22.2680689,114.234303
2-SKAAGPKOPS,832789,815927,22.28221756,114.1431162
2-SKADPPDYPK,837241,814575,22.27001135,114.1863149
2-SKAKWPASPS,832701,815826,22.28130528,114.1422625
2-SKBWPPEJPB,837609,815420,22.277642,114.1898862
2-SKBYBPEXPK,837206,815024,22.27406613,114.1859756
2-SKBYBPKXPE,833723,815166,22.27534687,114.1521804
2-SKBYGPYRPK,836971,815060,22.27439135,114.1836955
2-SKDEPPDJPK,837178,814703,22.27116731,114.1857037
2-SKDEPPPAPW,838187,814503,22.26936035,114.1954935
2-SKEBGPEXPE,833306,815834,22.28137867,114.148133
2-SKEDWPGHPS,832732,816104,22.28381586,114.1425627
2-SKEYPPEAPE,833345,815722,22.28036731,114.1485117
2-SKGEPPPSPW,838217,814578,22.27003761,114.1957846
2-SKKBGPSAPK,837356,813935,22.26423166,114.1874303
2-SKKGBPBSPW,837926,814639,22.27058879,114.1929613
2-SKKKPPEAPE,833424,815673,22.27992494,114.1492783
2-SKKKPPPRPW,838031,815031,22.2741287,114.1939805
2-SKKSWPSAPE,833512,815463,22.27802865,114.1501326
2-SKKYBPGXPP,836604,814342,22.26790745,114.1801344
2-SKPAWPGSPK,837098,814923,22.27315409,114.1849276
2-SKPBGPSJPP,835810,814933,22.27324454,114.1724305
2-SKPBGPWXPA,834066,814932,22.27323417,114.1555088
2-SKPEGPKVPP,836249,814884,22.2728021,114.17669
2-SKPGPPAHPS,832587,816115,22.2839149,114.1411557
2-SKPKWPKOPS,832662,815889,22.28187413,114.141884
2-SKPPWPPAPB,838138,815130,22.27502262,114.1950188
2-SKPPWPPAPW,837756,814092,22.26564918,114.1913113
2-SKPPWPPEPE,833179,816055,22.28337422,114.1469003
2-SKPPWPPEPS,832489,815750,22.2806185,114.1402056
2-SKPPWPPEPY,838182,815320,22.27673839,114.1954459
2-SKPPWPPJPK,837011,815216,22.27580011,114.1840836
2-SKPPWPPJPP,834457,815055,22.27434539,114.1593025
2-SKPSBPKSPA,834458,815198,22.27563677,114.159312
2-SKPSWPSYPE,833624,815480,22.27818234,114.1512193
2-SKSDPPBHPK,837105,814240,22.26698615,114.1849952
2-SKSKPPBOPS,832981,816050,22.2833287,114.144979
2-SKSSPPEAPE,833488,815541,22.278733,114.1498996
2-SKWBPPPRPW,838080,814926,22.27318043,114.1944558
2-SKWDBPPRPK,837595,813791,22.26293108,114.189749
2-SKWDGPEXPE,833220,815895,22.28192939,114.1472984
2-SKWEPPEJPE,833476,815652,22.27973538,114.1497829
2-SKWEWPWVPW,837729,814164,22.26629941,114.1910494
2-SKWSGPKYPA,834610,815195,22.27560984,114.1607869
2-SKYAWPARSK,837036,815387,22.27734434,114.1843263
2-SKYAWPBXPB,837929,815422,22.27765978,114.1929912
2-SKYBWPBHPY,837929,815533,22.27866218,114.1929913
2-SKYDPPPRPW,838010,814942,22.27332499,114.1937766
2-SKYEWPPRPK,837579,813915,22.26405089,114.1895939
2-SKYKPPDSPE,833034,815998,22.28285921,114.1454934
2-SKYSPPAAPS,832605,816179,22.28449289,114.1413302
2-SSABGPPOPS,831548,816177,22.28447227,114.1310736
2-SSAKBPAOPG,831661,816304,22.28561946,114.1321697
2-SSDDBPWSPE,832107,816370,22.28621662,114.1364974
2-SSDYGPSOPE,832109,816472,22.28713775,114.1365165
2-SSEPWWPYWE,832277,816282,22.28542232,114.1381472
2-SSGSPPBEPG,831831,816408,22.28655909,114.133819
2-SSKEBPDEPG,831626,816248,22.28511365,114.1318302
2-SSKPPPSSPE,832632,816608,22.28836709,114.1415912
2-SSKWBPDYPE,832400,816373,22.28624439,114.1393405
2-SSPBGPWXPG,831889,816328,22.28583679,114.1343821
2-SSPGPPYYPE,832623,816339,22.28593783,114.1415045
2-SSPKBPBXPS,831559,815996,22.28283775,114.1311808
2-SSPPWPPAES,831792,816210,22.28477093,114.1334411
2-SSPPWPPASS,831792,816210,22.28477093,114.1334411
2-SSPPWPPEPS,830889,815858,22.28158957,114.12468
2-SSPPWPPHPK,833286,813856,22.26351602,114.1479426
2-SSPPWPPJPA,833225,816452,22.28695946,114.1473459
2-SSPPWPPYPS,831056,816050,22.28332396,114.1262998
2-SSPPWWPOWG,832112,816287,22.28546709,114.1365461
2-SSSDBPYRPS,831536,816044,22.28327116,114.1309575
2-SSSEPPPXPG,831652,816271,22.28532143,114.1320825
2-SSSPWPPOPE,832432,816207,22.28474538,114.1396514
2-SSSPWWPXWE,832769,816384,22.28634451,114.1429212
2-SSSWGPBXPA,833488,816260,22.28522602,114.1498983
2-SSWAGPEEPA,833203,816366,22.28618279,114.1471326
2-SSWDBPPYAG,832511,816590,22.28820428,114.1404171
2-SSWDBPPYEG,832257,816510,22.28748126,114.1379526
2-SSWDBPPYSG,831891,816430,22.28675792,114.1344012
2-SSWSPPAAPG,831956,816217,22.28483456,114.1350325
2-SSWSWPGHPS,831178,816069,22.28349591,114.1274836
2-SSYKGPPOPS,831603,816194,22.28462594,114.1316072
2-SSYYGPDOPS,831458,816096,22.28374054,114.1302005
2-SUCJFROORJ,818832,825215,22.36600869,114.007585
2-SUDCFROXRJ,818743,825070,22.36469836,114.0067225
2-SUDDURUXRJ,817012,825109,22.36503202,113.9899156
2-SUDQURQXRV,816175,826624,22.37870361,113.9817701
2-SUJCURQHRV,816127,826812,22.38040078,113.9813016
2-SUJJURUERJ,816958,825150,22.36540166,113.9893909
2-SUOVFROYRD,816930,826018,22.37323981,113.9891085
2-SUQDURUYRJ,817071,825107,22.36501462,113.9904885
2-SUQRFROHRD,817335,825649,22.36991208,113.9930453
2-SURFFROXRJ,818697,825201,22.36588089,114.0062744
2-SURVFROXRD,817054,825957,22.37269034,113.9903132
2-SUUFURQXRV,816091,826669,22.379109,113.9809539
2-SUUUURUXRJ,817441,825211,22.36595788,113.9940796
2-SWABPPPVSB,839463,809091,22.22048444,114.2078631
2-SWADGPWXPB,840408,808703,22.21697852,114.2170278
2-SWAEPPPAPB,839204,808859,22.21838977,114.2053506
2-SWAEPPPXPB,839244,808785,22.21772143,114.2057384
2-SWAEWPDHPS,836496,812290,22.24937655,114.1790862
2-SWAKBPASPA,838939,808954,22.21924812,114.2027805
2-SWAWGPDOPE,838711,810975,22.23749949,114.2005722
2-SWAYWPPRPS,836904,812441,22.25074008,114.1830443
2-SWBBPPDXPB,839993,809213,22.22158512,114.2130039
2-SWBEPPDXPB,839987,809161,22.22111554,114.2129456
2-SWBPWPAXPS,837475,811064,22.23830453,114.1885827
2-SWBSWPGOPK,840246,809595,22.22503428,114.2154588
2-SWDEWPBHPS,836524,812544,22.25167034,114.1793579
2-SWDWBPARPA,838903,809005,22.21970874,114.2024314
2-SWDWGPASPE,837799,811942,22.24623321,114.1917264
2-SWEAPPPXPB,839349,808729,22.21721553,114.2067567
2-SWEDWPSXPB,840012,809279,22.2221811,114.2131884
2-SWESPPPOPB,839208,808755,22.21745057,114.2053892
2-SWGGGPGRPW,836241,811601,22.24315443,114.1766124
2-SWGSBPPJPB,839290,808755,22.21745043,114.2061845
2-SWGWPPWSPP,838056,813221,22.25778319,114.194221
2-SWKPBPASPA,838953,808925,22.21898621,114.2029163
2-SWPAGPPEPS,837143,812369,22.25008977,114.1853629
2-SWPBBPKEPS,837650,811031,22.23800639,114.1902802
2-SWPDGPGSPS,836700,812159,22.24819349,114.1810652
2-SWPEPPWXPE,838756,809877,22.22758373,114.201007
2-SWPGGPGSPS,836796,812174,22.24832893,114.1819965
2-SWPPWPPAPS,837952,811032,22.23801515,114.1932097
2-SWPPWPPEEB,839941,807690,22.20783146,114.2124961
2-SWPPWPPEPE,838784,811069,22.23834827,114.2012805
2-SWPPWPPEPS,836561,811867,22.24555657,114.1797167
2-SWPPWPPESB,839995,807613,22.20713598,114.2130196
2-SWPPWPPJPB,839077,808672,22.21670124,114.2041185
2-SWPPWPPJPK,840328,809653,22.22555787,114.2162543
2-SWPPWPPJPS,837373,811346,22.24085125,114.1875934
2-SWPPWPPRPB,839301,808955,22.21925655,114.2062916
2-SWPPWPPVPE,838615,810436,22.23263208,114.1996402
2-SWPPWPPYPS,836862,812213,22.2486811,114.1826368
2-SWPPWWPAWB,839229,808687,22.21683645,114.2055928
2-SWPYPPSXPK,841188,810518,22.23336718,114.2245985
2-SWSAPPPRPB,839265,808646,22.21646613,114.2059418
2-SWSAWPYRPS,836298,812138,22.2480039,114.1771654
2-SWSAWPYVPS,836361,811999,22.24674864,114.1777765
2-SWSBPPPXPB,839218,809214,22.22159565,114.205487
2-SWSDGPWAPE,838549,810563,22.23377907,114.1990002
2-SWSDGPYXPB,839921,809074,22.22033001,114.2123053
2-SWSGBPGXPE,838448,810991,22.23764433,114.198021
2-SWSPWWPXWS,836485,812382,22.25020737,114.1789795
2-SWSSPPWVPE,838549,810079,22.22940822,114.1989995
2-SWWSBPKSPE,838327,811046,22.23814117,114.1968474
2-SWWSPPYXPE,838528,810911,22.23692178,114.198797
2-SWWWBPARPA,838911,809093,22.22050343,114.2025092
2-SWWWPPSOPK,841254,810381,22.23212979,114.2252383
2-SWYAPPDXPB,839870,809212,22.22157635,114.2118109
2-SWYWWPSXPB,840012,809239,22.22181988,114.2131883
2-SYABWPWYPE,834774,814004,22.26485448,114.1623793
2-SYBDBPDXPS,833292,815138,22.27509332,114.1479985
2-SYDDGPASPE,833166,813610,22.26129427,114.1467789
2-SYDWBPWXPE,834242,814584,22.27009172,114.157217
2-SYEDPPWXPE,834597,814504,22.26936965,114.1606614
2-SYEEBPAAPE,833577,813527,22.26054541,114.1507665
2-SYEPWPPVPE,833355,813839,22.26336262,114.1486121
2-SYGKPPDSPE,833681,814044,22.26521442,114.1517747
2-SYGSBPAAPE,833590,813527,22.26054543,114.1508926
2-SYKAGPKHPE,833404,813485,22.26016585,114.1490882
2-SYPKPPKAPE,833166,813821,22.26319974,114.1467785
2-SYPPPPBXPE,833408,813803,22.2630376,114.1491264
2-SYPPWPPAPE,834074,814666,22.27083203,114.1555868
2-SYPPWPPEPE,834464,814527,22.26957722,114.159371
2-SYPPWPPEPK,835257,814428,22.26868383,114.1670652
2-SYPPWPPHPE,834129,814256,22.26712953,114.156121
2-SYPPWPPJPK,835568,814752,22.27160991,114.1700825
2-SYPPWPPYEK,836618,813841,22.26338309,114.1802701
2-SYPPWPPYSK,836626,813885,22.26378044,114.1803477
2-SYPPWWPRWE,834286,814787,22.27192499,114.1576436
2-SYSBWPGYPE,833653,813898,22.2638959,114.1515033
2-SYSKPPGXPE,834494,814226,22.26685902,114.1596624
2-SYSSBPDXPE,833821,814431,22.26870949,114.1531324
2-SYWAGPGXPK,837010,813936,22.26424088,114.1840733
2-SYWKWPGYPK,836794,814079,22.26553234,114.1819777
2-SYWPWPEYPK,835266,814229,22.26688673,114.1671526
2-SYYDWPDXPS,833216,815181,22.27548151,114.147261
2-SYYGWPWAPE,834704,813986,22.26469187,114.1617001
2-TDDDZHMJHT,835931,815521,22.27855458,114.1736044
2-TDMMIHIXHT,835345,815249,22.27609804,114.1679185
2-TDNTIHXSHD,836711,815702,22.2801891,114.1811729
2-TIDLZHXRHT,830915,814485,22.26919058,114.1249369
2-TIHDIHTYHT,,,Invalid Input,
2-TIHDTHMRHN,835017,811589,22.24304561,114.1647388
2-TIHMTHMAHN,835160,811760,22.24458996,114.1661258
2-TIHNTHHSHT,831256,814546,22.26974247,114.1282452
2-TILTIHLEHT,830377,814873,22.27269272,114.1197155
2-TILTIHLEMT,830317,814913,22.27305374,114.1191332
2-TIMMTHHJHM,832311,812294,22.24940817,114.1384869
2-TINHIHHRHT,831127,814490,22.26923638,114.1269938
2-TINLZHHVHT,831157,814504,22.2693629,114.1272848
2-TISMTHNOHT,831504,815294,22.2764981,114.1306492
2-TITZIHZXHT,831654,815428,22.27770861,114.1321043
2-TIXSIHNOHD,833898,812212,22.24867056,114.1538828
2-TIZLZHTXHT,831222,814586,22.2701036,114.1279152
2-TLHMZHLYHD,838935,809153,22.22104524,114.2027421
2-TLHSZHXSHZ,840402,809864,22.22746317,114.2169726
2-TLHZTHZXHM,837793,811208,22.2396047,114.1916675
2-TLILZHHAHN,839171,808989,22.21956382,114.2050308
2-TLILZHHRHN,839221,808979,22.21947343,114.2055157
2-TLIMIHIAHM,838687,811049,22.2381678,114.2003395
2-TLIMIHIHHT,836323,812072,22.24740788,114.1774079
2-TLIZZHDRHD,839001,808889,22.21866103,114.2033818
2-TLLDZHNXHT,836378,812286,22.24934044,114.1779415
2-TLLIZHTXHN,840141,809466,22.22386956,114.21444
2-TLLLIHXXHT,836620,812236,22.24888887,114.1802891
2-TLLMTHIYHM,838713,810558,22.23373369,114.200591
2-TLLZTHMXHN,840045,809142,22.22094383,114.2135081
2-TLMLZHSSHM,838683,810574,22.23387823,114.2003
2-TLMLZHZXDZ,838649,813151,22.25715032,114.199974
2-TLMLZHZXMZ,838511,813219,22.25776459,114.1986353
2-TLMLZHZXNZ,838704,813181,22.25742117,114.2005077
2-TLMLZHZXTZ,838684,813280,22.25831523,114.2003138
2-TLMLZHZXXZ,838579,813141,22.25706011,114.1992949
2-TLMLZHZXZZ,838508,813136,22.25701505,114.1986061
2-TLMNIHIXHZ,840456,809783,22.22673156,114.2174962
2-TLMTZHLAHZ,841107,810569,22.23382798,114.2238129
2-TLMTZHNRHT,836393,812200,22.2485638,114.178087
2-TLNMZHDRHT,837461,811312,22.24054415,114.1884471
2-TLNNZHSEHT,836387,812078,22.24746206,114.1780288
2-TLNSIHZAHT,837661,810955,22.23732005,114.1903869
2-TLNXTHIEHT,836629,812086,22.24753427,114.1803764
2-TLSDIHZYHM,838373,811084,22.23848428,114.1972936
2-TLTLTHZHHZ,841414,810505,22.23324913,114.2267907
2-TLTTTHDAHI,844339,810086,22.22945408,114.2551611
2-TLXDIHXXHT,836701,812211,22.24866309,114.1810749
2-TLXSIHSAHT,836450,812142,22.24804002,114.1786399
2-TLXTTHSXHN,839929,809500,22.22417707,114.2123838
2-TLZHTHMXHN,840040,809189,22.22136828,114.2134597
2-TNDHIHHXHX,840018,816119,22.28395085,114.2132625
2-TNDIZHIRHT,838105,816809,22.29018509,114.1947005
2-TNDLZHNRHT,837971,816389,22.28639236,114.1933997
2-TNDTZHTRMT,837948,816852,22.29057357,114.193177
2-TNDTZHTRTT,838090,816899,22.29099786,114.1945551
2-TNHLIHMJHT,838118,816662,22.28885757,114.1948265
2-TNHLZHLJHD,838214,816962,22.29156665,114.1957584
2-TNHNIHDRHT,837683,816421,22.2866816,114.1906051
2-TNHSZHXJHD,839049,816956,22.29151132,114.2038613
2-TNILTHMSHZ,839188,816978,22.29170977,114.2052102
2-TNIMTHMRHT,837869,816510,22.28748517,114.1924101
2-TNISTHDSHD,838960,816835,22.29041876,114.2029974
2-TNITZHLYHD,838297,817048,22.29234319,114.196564
2-TNLHTHMRHM,837939,815826,22.28130815,114.1930886
2-TNLSTHHSHM,838874,816631,22.28857664,114.2021626
2-TNNDTHHAHM,838835,816310,22.28567787,114.2017836
2-TNNMIHIAHZ,839192,816485,22.28725766,114.2052481
2-TNNNTHXXHZ,839818,816171,22.28442087,114.211322
2-TNSHZHLXHN,839874,816518,22.28755438,114.2118661
2-TNSIIHMYHT,837748,816562,22.28795487,114.191236
2-TNSMIHSEHD,838709,816888,22.29089776,114.2005618
2-TNSNTHZXHD,838686,816800,22.29010309,114.2003385
2-TNTLTHHXHX,840103,815932,22.28226193,114.2140869
2-TNXITHSXHN,839912,816367,22.28619067,114.2122345
2-TNZHIHZXHN,839732,816566,22.28798814,114.2104883
2-TSDLIHSXHM,833913,814236,22.26694864,114.1540253
2-TSDNZHISHT,833318,815044,22.27424449,114.1482509
2-TSHNZHTAHM,834034,814229,22.26688558,114.1551993
2-TSSMIHMXHM,834737,814249,22.26706696,114.16202
2-TSXLTHDYHD,837601,813354,22.25898468,114.1898068
2-TSZHIHXYHZ,836911,813970,22.26454796,114.1831128
2-TTDITHXEHD,837641,819616,22.31553445,114.1902003
2-TTHXIHSJHM,832248,816313,22.2857022,114.1378657
2-TTHZZHIVHT,831618,815929,22.28223286,114.1317535
